Image Gallery,"Easiest to use, provides evidence and confidence ",Video,"Required time to explore video and often results were incorrect, taking unnecessary time",Yes,Sped up process of interpreting video and reduced likelihood of missing something when watching a full or sped up video
86.42487287521362
