3,1,5,1,4,1,5,1,3,1,Have the concern whether something is missed. Not the same for image - it shows the timestamp and you can follow it in the long video (it captures the whole video). If the question is about object detection - have the tendency to look at the long video to answer it. 
191.64707493782043
