Image Gallery,was quickest (didnt have to sit through 50s of video) + had evidence to justify anything it said.,Text,"did not want to provide evidence to the answers it gave, with it making up timestamps",Yes,"was much faster, then sitting through 40 minute video, and i felt like i missed things when trying to watch myself due to getting distracted"
77.8960349559784
