1,3,2,1,2,4,3,5,2,1,"Very annoying to find a balance between watching the video in a reasonable amount of time, tracking the objects in your head and following a sequence of what happened. Would be more manageable if watched he video slower, but I don't want to spend the whole 40 minutes."
139.46844696998596
