4,1,4,1,4,2,5,2,5,1,Seemed like a nice balance between having to watch the video and answering the questions. The summaries were a little clunky and annoying to watch in slowmo. Also its hard to tell if the system could not find an object or the object does not exist in the video.
109.2193055152893
