Image Gallery,Because it showed the time in which I can find the object. I can also confirm it using a video.,Video,It was time consuming to find the single object in the video as video consisted of whole video section in which the object was found.,Yes,It was easy to search the objects within long videos and less tiring.
179.99996542930603
